nama_klien,no_telp,lokasi,alamat_email,age,job,marital,education,default,housing,loan,contact,month,day,poutcome,duration,campaign,day_since_last_contact,previous,employment_variation_rate,consumer_price_index,consumer_confidence_index,euribor_3m_rate,number_of_employees,probabilitas,probabilitas_persen,prediksi
Edward Novitasari,+62 (60) 255-5339,Sawahlunto,jhidayat@example.org,0.18966713298301596,2,1,3,0,0,0,0,1,0,1,0.0720244808085082,0.15595413821330528,-0.1640410963977883,-0.3495609558373794,0.8391061212697254,-0.22754556534591247,0.951434764629658,0.7741826720785192,0.8452029376273967,0.011186387,1.12,0
Galur Wahyudin,+62-084-234-9373,Banjar,mahmud84@example.com,1.05335331950973,1,1,0,0,0,0,1,6,2,1,1.5683266748160212,-0.5659814047396018,-0.1640410963977883,-0.3495609558373794,0.6481303924778625,0.722627398614096,0.8866094413960992,0.7113379875714025,0.3317189169026884,0.5367,53.67,1
drg. Koko Hardiansyah,(0602) 105 4021,Palu,isihombing@example.org,-0.29015852619849186,7,1,2,0,1,0,0,0,4,1,-0.598997637122696,-0.20501363326314823,-0.1640410963977883,-0.3495609558373794,-1.1979683191768131,-0.865025244802721,-1.4254937539341896,-1.272017193203658,-0.9402266762132159,0.015644237,1.56,0
Bakda Dongoran,(0109) 523 6998,Banda Aceh,kadirmaulana@example.net,0.7654579240008254,1,1,0,0,1,0,1,4,0,1,0.9050174547920721,-0.5659814047396018,-0.1640410963977883,-0.3495609558373794,0.8391061212697254,1.5363209732053138,-0.2802463768079712,0.7712998883855318,0.8452029376273967,0.051131252,5.11,0
Safina Hutagalung,(0973) 733 1031,Parepare,hendra34@example.org,-0.8659493172163013,1,1,1,0,0,0,0,3,0,1,-0.598997637122696,-0.20501363326314823,-0.1640410963977883,-0.3495609558373794,0.8391061212697254,0.5913307708669056,-0.4747223465086509,0.7736061153399216,0.8452029376273967,7.747706e-05,0.01,0
"Daniswara Rahmawati, S.H.",+62 (415) 701-5170,Jambi,latuponobella@example.net,0.6694927921645238,9,2,5,0,0,0,1,6,3,1,-0.42545743420945353,0.8778896811662124,-0.1640410963977883,-0.3495609558373794,0.6481303924778625,0.722627398614096,0.8866094413960992,0.7119145443099996,0.3317189169026884,0.0005648782,0.06,0
drg. Puput Pertiwi,+62 (001) 590-7199,Kupang,wibowocawisadi@example.org,0.6694927921645238,9,1,5,0,1,0,0,4,0,0,-0.7532555952678005,0.8778896811662124,-0.1640410963977883,1.6707679037426684,-1.8982126580803107,-1.0585150120091393,-0.06416196602943959,-1.3821395302757618,-1.2571750340190375,0.0034802163,0.35,0
"Dr. Jumadi Zulkarnain, S.E.",+62-45-037-0970,Tangerang Selatan,maryatibakiadi@example.net,1.05335331950973,0,0,6,0,1,1,0,7,2,1,-0.03595608989306488,-0.20501363326314823,-0.1640410963977883,-0.3495609558373794,-0.11577252268958951,-0.649076843902718,-0.32346325896367817,0.26220028820402647,0.3981535071851323,0.020211237,2.02,0
"Warta Winarno, M.M.",+62 (0084) 001-5505,Parepare,ceceptarihoran@example.com,0.18966713298301596,9,1,5,0,0,0,0,7,1,1,-0.17864470117728648,-0.5659814047396018,-0.1640410963977883,-0.3495609558373794,-0.11577252268958951,-0.649076843902718,-0.32346325896367817,0.32850431314272777,0.3981535071851323,0.1370249,13.7,0
Gabriella Nainggolan,+62-048-422-9373,Padang,sabrinadabukke@example.net,-0.29015852619849186,2,2,5,0,0,0,0,3,0,1,0.06045513394762538,0.8778896811662124,-0.1640410963977883,-0.3495609558373794,0.8391061212697254,0.5913307708669056,-0.4747223465086509,0.770146774908337,0.8452029376273967,0.003931891,0.39,0
H. Vega Hassanah,0837799896,Sungai Penuh,tpermadi@example.org,-0.09822826252588873,9,0,5,0,1,0,1,6,0,1,-0.4755912706066125,-0.5659814047396018,-0.1640410963977883,-0.3495609558373794,0.6481303924778625,0.722627398614096,0.8866094413960992,0.7113379875714025,0.3317189169026884,0.00019246958,0.02,0
"Talia Nasyiah, S.Ked",+62 (096) 235-4401,Banjar,anggrainidaliono@example.com,0.2856322648193175,9,2,5,0,0,0,0,1,3,1,-0.35989780199778415,-0.5659814047396018,-0.1640410963977883,-0.3495609558373794,0.8391061212697254,-0.22754556534591247,0.951434764629658,0.7764888990329086,0.8452029376273967,8.557012e-05,0.01,0
"Ikin Pranowo, S.E.",0812498677,Bau-Bau,jaemansudiati@example.net,-1.153844712725206,0,2,6,0,1,0,0,9,0,2,-0.6452750245662273,-0.5659814047396018,0.5772043056086357,5.711425622902764,-2.216505539400082,-2.0674259410139344,2.3127665525344074,-1.6421666193831894,-2.0696147110147245,0.16239978,16.24,0
Rini Siregar,(034) 632 8868,Sabang,novitasarijaiman@example.com,-0.5780539217073966,8,2,0,0,0,0,1,6,2,1,-0.6298492287517169,-0.5659814047396018,-0.1640410963977883,-0.3495609558373794,0.6481303924778625,0.722627398614096,0.8866094413960992,0.7142207712643894,0.3317189169026884,0.00042625703,0.04,0
Kania Tamba,+62 (022) 763-7477,Subulussalam,cnainggolan@example.com,0.0937020011467144,4,1,6,0,1,0,0,7,3,1,-0.7879636358504489,-0.20501363326314823,-0.1640410963977883,-0.3495609558373794,-0.11577252268958951,-0.649076843902718,-0.32346325896367817,0.30659515707602636,0.3981535071851323,7.4501506e-05,0.01,0
"Ir. Dacin Astuti, S.IP",+62-079-080-7963,Magelang,eman37@example.com,-0.1941933943621903,0,1,3,0,0,0,0,6,0,1,-0.07066413047571338,-0.5659814047396018,-0.1640410963977883,-0.3495609558373794,-1.1979683191768131,-1.1794461165131294,-1.2310177842335115,-1.3308259805405929,-0.9402266762132159,0.028549401,2.85,0
Rudi Tarihoran,+62-707-955-1425,Sawahlunto,laras09@example.net,-1.2498098445615076,0,1,5,0,0,0,0,6,2,1,-0.7339733504996624,0.15595413821330528,-0.1640410963977883,-0.3495609558373794,-1.1979683191768131,-1.1794461165131294,-1.2310177842335115,-1.3579241472546708,-0.9402266762132159,0.0006071193,0.06,0
Amelia Puspita,+62 (088) 825 4183,Palangkaraya,purwa67@example.org,0.2856322648193175,1,1,2,0,0,0,1,3,3,1,2.004105406575941,0.15595413821330528,-0.1640410963977883,-0.3495609558373794,0.8391061212697254,0.5913307708669056,-0.4747223465086509,0.7724530018627269,0.8452029376273967,0.18072663,18.07,0
Puti Kartika Handayani,+62 (765) 503-1880,Depok,nadianasyiah@example.com,3.4524816154172693,3,1,0,0,0,0,0,4,3,1,0.1452970109274328,0.8778896811662124,-0.1640410963977883,-0.3495609558373794,-1.1343097429128588,0.8280102182533097,0.15192244474909203,-1.683102147823605,-2.42808468774706,0.8088048,80.88,1
Gatra Kusmawati,(067) 655-3235,Palangkaraya,hendri26@example.org,-0.1941933943621903,9,1,6,0,1,0,0,1,4,1,-0.14779310954826558,0.8778896811662124,-0.1640410963977883,-0.3495609558373794,-1.8982126580803107,-2.374936463895559,1.9670314952887573,-1.5954655235568,-1.2571750340190375,0.44951048,44.95,1
Yuni Narpati,+62-0292-865-7119,Bogor,mulyanisalsabila@example.org,1.1493184513460317,1,1,2,0,0,0,1,4,3,1,1.093983453519825,-0.5659814047396018,-0.1640410963977883,-0.3495609558373794,0.8391061212697254,1.5363209732053138,-0.2802463768079712,0.7165269982187789,0.8452029376273967,0.07547859,7.55,0
Daliman Januar,+62 (059) 133 5243,Gorontalo,prayogo38@example.com,1.2452835831823332,2,0,6,0,0,0,1,3,4,1,0.48080806989303493,-0.20501363326314823,-0.1640410963977883,-0.3495609558373794,0.8391061212697254,0.5913307708669056,-0.4747223465086509,0.7736061153399216,0.8452029376273967,0.02495303,2.5,0
"Septi Yulianti, S.I.Kom",+62 (647) 428 7294,Probolinggo,fsinaga@example.org,-0.9619144490526028,0,1,6,0,1,0,1,6,3,1,2.501587321593903,-0.20501363326314823,-0.1640410963977883,-0.3495609558373794,0.6481303924778625,0.722627398614096,0.8866094413960992,0.7119145443099996,0.3317189169026884,0.36823592,36.82,1
"Cut Elvina Waskita, M.M.",+62 (0279) 232-8885,Tebingtinggi,rlazuardi@example.net,0.7654579240008254,10,1,1,0,1,0,0,3,2,1,0.033459991272232106,-0.5659814047396018,-0.1640410963977883,-0.3495609558373794,0.8391061212697254,0.5913307708669056,-0.4747223465086509,0.773029558601324,0.8452029376273967,0.012350512,1.24,0
dr. Bajragin Damanik,+62-94-700-0429,Pekanbaru,nhakim@example.org,0.9573881876734285,1,1,2,0,1,0,0,0,2,0,3.9593250260651396,-0.20501363326314823,-0.1640410963977883,1.6707679037426684,-1.1979683191768131,-0.865025244802721,-1.4254937539341896,-1.2748999768966451,-0.9402266762132159,0.8827328,88.27,1
Tgk. Ina Farida,+62 (061) 554 7261,Purwokerto,xprastuti@example.net,-1.0578795808889043,2,1,1,0,0,0,1,6,0,1,-0.15936245640914842,-0.20501363326314823,-0.1640410963977883,-0.3495609558373794,0.6481303924778625,0.722627398614096,0.8866094413960992,0.7136442145257919,0.3317189169026884,0.00041075633,0.04,0
Dalimin Wastuti,+62 (35) 946-5779,Pagaralam,permatacalista@example.org,-1.7296355037430153,8,2,3,0,0,0,0,1,2,2,-0.7918200848040765,-0.20501363326314823,2.0596951096214835,1.6707679037426684,-1.8982126580803107,-2.374936463895559,1.9670314952887573,-1.5845109455234496,-1.2571750340190375,0.026839674,2.68,0
Tira Habibi,+62-0673-656-6388,Bengkulu,rachel67@example.org,1.8210743742001425,5,1,6,0,0,0,1,6,3,1,2.5362953621765514,-0.20501363326314823,-0.1640410963977883,-0.3495609558373794,0.6481303924778625,0.722627398614096,0.8866094413960992,0.7119145443099996,0.3317189169026884,0.8002376,80.02,1
Umar Hassanah,+62-0928-003-0325,Mojokerto,lasmanto02@example.com,-0.6740190535436982,0,1,6,0,1,0,0,1,0,1,-0.7493991463141728,-0.5659814047396018,-0.1640410963977883,-0.3495609558373794,0.8391061212697254,-0.22754556534591247,0.951434764629658,0.7741826720785192,0.8452029376273967,9.435468e-05,0.01,0
Martani Pranowo,+62-084-428-2854,Kota Administrasi Jakarta Pusat,psaragih@example.org,1.05335331950973,7,1,3,0,0,0,1,4,3,1,-0.08608992629022383,-0.20501363326314823,-0.1640410963977883,-0.3495609558373794,0.8391061212697254,1.5363209732053138,-0.2802463768079712,0.7724530018627269,0.8452029376273967,0.0013066193,0.13,0
"R. Mariadi Siregar, M.M.",+62-30-368-3422,Meulaboh,ghassanah@example.com,-0.3861236580347934,9,0,5,0,1,0,0,1,4,1,-0.7031217588706415,-0.5659814047396018,-0.1640410963977883,-0.3495609558373794,0.8391061212697254,-0.22754556534591247,0.951434764629658,0.7741826720785192,0.8452029376273967,0.00010788236,0.01,0
Anom Aryani,086 388 3515,Tebingtinggi,sadriansyah@example.com,-0.3861236580347934,7,1,3,0,1,1,1,4,2,1,1.3253703907374816,-0.20501363326314823,-0.1640410963977883,-0.3495609558373794,0.8391061212697254,1.5363209732053138,-0.2802463768079712,0.7707233316469347,0.8452029376273967,0.26439765,26.44,0
Juli Wasita,+62 (0045) 623 5745,Batam,whutagalung@example.net,-0.8659493172163013,3,1,3,0,0,0,0,7,1,1,-0.35989780199778415,-0.20501363326314823,-0.1640410963977883,-0.3495609558373794,-0.11577252268958951,-0.649076843902718,-0.32346325896367817,0.32850431314272777,0.3981535071851323,0.009300988,0.93,0
"Ir. Puspa Usamah, S.Pd",+62 (0018) 132 0860,Mojokerto,umarhastuti@example.net,-1.0578795808889043,9,2,5,0,0,0,0,1,2,1,-0.5295815559573991,0.15595413821330528,-0.1640410963977883,-0.3495609558373794,0.8391061212697254,-0.22754556534591247,0.951434764629658,0.773029558601324,0.8452029376273967,6.159425e-05,0.01,0
Irwan Agustina,+62 (817) 542 1440,Salatiga,harsana58@example.com,-0.7699841853799997,0,1,3,0,1,0,0,7,2,1,-0.649131473519855,-0.20501363326314823,-0.1640410963977883,-0.3495609558373794,-0.11577252268958951,-0.649076843902718,-0.32346325896367817,0.26220028820402647,0.3981535071851323,0.0008951664,0.09,0
Novi Prasetya,+62 (97) 513-4008,Semarang,thamrinamalia@example.org,0.9573881876734285,1,1,2,0,1,0,1,6,0,1,-0.618279881890834,5.209502938883655,-0.1640410963977883,-0.3495609558373794,0.6481303924778625,0.722627398614096,0.8866094413960992,0.7124911010485971,0.3317189169026884,5.275918e-05,0.01,0
Mulya Tamba,+62 (069) 900 0456,Tebingtinggi,trahimah@example.net,-0.002263130689587167,2,1,2,0,1,0,1,4,4,1,-0.598997637122696,-0.5659814047396018,-0.1640410963977883,-0.3495609558373794,0.8391061212697254,1.5363209732053138,-0.2802463768079712,0.7712998883855318,0.8452029376273967,0.00015522743,0.02,0
Jarwadi Putra,(094) 227 0461,Padang,osimbolon@example.org,0.2856322648193175,0,2,3,0,1,0,0,3,0,1,-0.7224040036387795,-0.20501363326314823,-0.1640410963977883,-0.3495609558373794,0.8391061212697254,0.5913307708669056,-0.4747223465086509,0.773029558601324,0.8452029376273967,2.202903e-05,0.0,0
"Cahyadi Gunawan, S.IP",+62 (61) 293 7987,Makassar,rhutagalung@example.net,-0.7699841853799997,0,2,6,0,0,0,0,1,4,1,-0.3329026593223909,-0.5659814047396018,-0.1640410963977883,-0.3495609558373794,0.8391061212697254,-0.22754556534591247,0.951434764629658,0.7741826720785192,0.8452029376273967,0.0002811937,0.03,0
"Aris Waluyo, M.Kom.",+62 (56) 943 8913,Pematangsiantar,nugrohoadhiarja@example.net,0.18966713298301596,2,1,3,0,1,0,0,3,1,1,-0.04366898780032011,-0.5659814047396018,-0.1640410963977883,-0.3495609558373794,0.8391061212697254,0.5913307708669056,-0.4747223465086509,0.7718764451241293,0.8452029376273967,0.0007772545,0.08,0
Dr. Nadia Mandasari,+62 (36) 691 5185,Kota Administrasi Jakarta Timur,setiawangawati@example.net,1.6291441105275395,9,1,3,0,1,0,0,6,1,1,-0.7108346567778967,-0.5659814047396018,-0.1640410963977883,-0.3495609558373794,-1.1979683191768131,-1.1794461165131294,-1.2310177842335115,-1.3388977748809565,-0.9402266762132159,9.061772e-05,0.01,0
Patricia Dongoran,+62-826-865-7616,Meulaboh,uzulaika@example.com,0.3815973966556191,10,0,1,0,0,0,0,6,1,1,-0.19407049699179693,-0.5659814047396018,-0.1640410963977883,-0.3495609558373794,-1.1979683191768131,-1.1794461165131294,-1.2310177842335115,-1.3706083955038135,-0.9402266762132159,0.0067466223,0.67,0
Calista Mansur,+62 (577) 760-5221,Serang,lprasetyo@example.com,1.2452835831823332,5,0,3,0,1,0,0,3,3,1,-0.6722701672416206,0.15595413821330528,-0.1640410963977883,-0.3495609558373794,0.8391061212697254,0.5913307708669056,-0.4747223465086509,0.773029558601324,0.8452029376273967,1.9786477e-05,0.0,0
Hani Safitri,+62 (18) 166 1323,Ambon,dalimafarida@example.com,-0.9619144490526028,1,0,2,0,1,0,1,6,4,1,-0.8998006555056497,-0.20501363326314823,-0.1640410963977883,-0.3495609558373794,0.6481303924778625,0.722627398614096,0.8866094413960992,0.7124911010485971,0.3317189169026884,5.7254683e-06,0.0,0
"Cindy Sitorus, M.Kom.",+62-0341-871-9578,Purwokerto,xsaefullah@example.net,-0.29015852619849186,9,1,5,0,1,0,1,7,3,1,-0.3637542509514118,-0.5659814047396018,-0.1640410963977883,-0.3495609558373794,-0.11577252268958951,-0.649076843902718,-0.32346325896367817,0.30659515707602636,0.3981535071851323,0.0118941,1.19,0
"Hj. Alika Prasetya, M.M.",+62 (297) 682 9663,Kota Administrasi Jakarta Utara,akarsanajanuar@example.net,1.2452835831823332,4,1,6,0,1,1,1,1,0,1,-0.6838395141025034,-0.5659814047396018,-0.1640410963977883,-0.3495609558373794,0.8391061212697254,-0.22754556534591247,0.951434764629658,0.7736061153399216,0.8452029376273967,0.00015097167,0.02,0
"Cut Cinthia Prasetya, M.Farm",+62 (0748) 421-0259,Tangerang,fusada@example.net,1.3412487150186347,1,1,3,0,1,0,1,3,2,1,0.7199079050179468,-0.5659814047396018,-0.1640410963977883,-0.3495609558373794,0.8391061212697254,0.5913307708669056,-0.4747223465086509,0.7736061153399216,0.8452029376273967,0.01847255,1.85,0
T. Prakosa Utama,(005) 327-8211,Bima,wpermadi@example.com,-0.482088789871095,1,1,0,0,1,0,0,6,1,1,0.12601476615929477,0.15595413821330528,-0.1640410963977883,-0.3495609558373794,-1.1979683191768131,-1.1794461165131294,-1.2310177842335115,-1.3071871542580993,-0.9402266762132159,0.07192829,7.19,0
Kajen Mustofa,(0403) 586-1847,Kota Administrasi Jakarta Pusat,betaniaanggraini@example.net,1.2452835831823332,4,1,6,0,0,0,0,1,2,1,-0.6568443714271102,0.5169219096897588,-0.1640410963977883,-0.3495609558373794,0.8391061212697254,-0.22754556534591247,0.951434764629658,0.773029558601324,0.8452029376273967,2.7602866e-05,0.0,0
"Puspa Situmorang, S.E.",+62 (29) 875-4075,Kupang,dhassanah@example.com,1.1493184513460317,10,1,6,0,0,1,0,3,0,1,-0.5411509028182818,-0.20501363326314823,-0.1640410963977883,-0.3495609558373794,0.8391061212697254,0.5913307708669056,-0.4747223465086509,0.7736061153399216,0.8452029376273967,1.6053478e-05,0.0,0
"Cut Karimah Utami, S.Gz",+62-070-215-6635,Bekasi,haryantiteddy@example.net,0.9573881876734285,6,1,5,0,1,0,0,4,3,0,-0.6028540860763236,-0.5659814047396018,-0.1640410963977883,1.6707679037426684,-1.8982126580803107,-1.0585150120091393,-0.06416196602943959,-1.3659959415950342,-1.2571750340190375,0.045449782,4.54,0
Cahyo Saputra,+62 (075) 068-2384,Padang Sidempuan,gamblang30@example.org,-0.1941933943621903,0,0,3,0,1,0,1,6,1,1,-0.7146911057315244,-0.5659814047396018,-0.1640410963977883,-0.3495609558373794,0.6481303924778625,0.722627398614096,0.8866094413960992,0.7124911010485971,0.3317189169026884,3.6956524e-05,0.0,0
Murti Simanjuntak,0800591557,Meulaboh,usyi96@example.org,-0.002263130689587167,9,1,6,0,0,0,0,6,1,0,-0.2557736802498387,0.5169219096897588,-0.1640410963977883,1.6707679037426684,-1.1979683191768131,-1.1794461165131294,-1.2310177842335115,-1.3388977748809565,-0.9402266762132159,0.001012711,0.1,0
Lega Prakasa,+62-037-331-2089,Salatiga,irmawulandari@example.net,-0.7699841853799997,9,2,5,0,0,0,1,4,1,1,-0.5025864132820058,-0.5659814047396018,-0.1640410963977883,-0.3495609558373794,0.8391061212697254,1.5363209732053138,-0.2802463768079712,0.7724530018627269,0.8452029376273967,0.00012491348,0.01,0
dr. Kasiran Permadi,(0676) 822 9102,Mataram,agnesjailani@example.com,0.47756252849192066,4,1,6,0,0,0,0,3,4,1,-0.12851086478012755,-0.20501363326314823,-0.1640410963977883,-0.3495609558373794,0.8391061212697254,0.5913307708669056,-0.4747223465086509,0.770146774908337,0.8452029376273967,0.002197617,0.22,0
Usman Pertiwi,+62-0349-501-5129,Manado,jagapatipangestu@example.net,-0.002263130689587167,9,1,5,0,0,0,0,1,3,1,-0.3946058425804327,-0.5659814047396018,-0.1640410963977883,-0.3495609558373794,0.8391061212697254,-0.22754556534591247,0.951434764629658,0.7764888990329086,0.8452029376273967,0.00018863623,0.02,0
Mulyono Mustofa,(013) 143-8447,Bekasi,uyainahluluh@example.net,1.2452835831823332,3,1,3,0,0,1,0,4,2,0,-0.42931388316308117,-0.5659814047396018,-0.1640410963977883,3.691096763322716,-1.8982126580803107,-1.0585150120091393,-0.06416196602943959,-1.361383487686255,-1.2571750340190375,0.067103334,6.71,0
R. Mursita Hutagalung,+62 (000) 259 1874,Gorontalo,tirtayasa66@example.org,-0.5780539217073966,0,1,1,0,1,0,0,1,4,1,1.7534362245901465,-0.5659814047396018,-0.1640410963977883,-0.3495609558373794,0.8391061212697254,-0.22754556534591247,0.951434764629658,0.7747592288171163,0.8452029376273967,0.82833505,82.83,1
Ulya Prasetyo,+62 (184) 703-5262,Banjarbaru,olailasari@example.org,-0.8659493172163013,2,1,6,0,1,0,0,3,0,1,-0.6337056777053445,-0.20501363326314823,-0.1640410963977883,-0.3495609558373794,0.8391061212697254,0.5913307708669056,-0.4747223465086509,0.773029558601324,0.8452029376273967,0.0002584124,0.03,0
Wakiman Permata,(0042) 703 4488,Pangkalpinang,yogawasita@example.org,0.2856322648193175,0,1,6,0,0,0,0,3,2,1,-0.8111023295722146,0.5169219096897588,-0.1640410963977883,-0.3495609558373794,0.8391061212697254,0.5913307708669056,-0.4747223465086509,0.773029558601324,0.8452029376273967,1.3793998e-05,0.0,0
Gambira Simbolon,081 845 7625,Pasuruan,oman57@example.com,-0.6740190535436982,0,1,6,0,1,0,0,6,3,1,-0.3637542509514118,0.15595413821330528,-0.1640410963977883,-0.3495609558373794,-1.1979683191768131,-1.1794461165131294,-1.2310177842335115,-1.3579241472546708,-0.9402266762132159,0.1168925,11.69,0
"Paiman Utami, M.Kom.",(0233) 327-4834,Sawahlunto,spalastri@example.com,-0.5780539217073966,0,2,6,0,0,1,1,6,3,1,0.014177746504094053,-0.20501363326314823,-0.1640410963977883,-0.3495609558373794,0.6481303924778625,0.722627398614096,0.8866094413960992,0.7124911010485971,0.3317189169026884,0.00035190058,0.04,0
dr. Abyasa Napitupulu,+62 (017) 881 2097,Payakumbuh,siregarjohan@example.org,-0.6740190535436982,1,2,3,0,1,0,0,5,4,1,-0.45630902583847444,2.68272853854848,-0.1640410963977883,-0.3495609558373794,-1.1979683191768131,-1.2658254768731256,-2.052138545191931,-1.164201083085944,-0.9402266762132159,0.019890143,1.99,0
Kamal Prabowo,0844465623,Cirebon,zulaikayessi@example.com,-0.002263130689587167,0,2,3,0,1,0,0,6,1,1,-0.9036571044592773,-0.5659814047396018,-0.1640410963977883,-0.3495609558373794,-1.1979683191768131,-1.1794461165131294,-1.2310177842335115,-1.3706083955038135,-0.9402266762132159,9.613037e-05,0.01,0
Mujur Siregar,085 412 9351,Tasikmalaya,ihutasoit@example.org,-0.482088789871095,0,1,3,0,1,0,0,3,0,1,0.519372559429311,-0.5659814047396018,-0.1640410963977883,-0.3495609558373794,0.8391061212697254,0.5913307708669056,-0.4747223465086509,0.7736061153399216,0.8452029376273967,0.01892939,1.89,0
Asman Saptono,(055) 692-2355,Bukittinggi,putri36@example.com,-0.7699841853799997,1,1,1,0,1,0,1,6,2,1,-0.7956765337577042,0.15595413821330528,-0.1640410963977883,-0.3495609558373794,0.6481303924778625,0.722627398614096,0.8866094413960992,0.7142207712643894,0.3317189169026884,5.448151e-06,0.0,0
Elon Sihombing,(0207) 015 4445,Bengkulu,adepermata@example.org,-0.002263130689587167,1,1,2,0,1,1,1,6,4,1,2.6712710755535176,-0.20501363326314823,-0.1640410963977883,-0.3495609558373794,0.6481303924778625,0.722627398614096,0.8866094413960992,0.7130676577871943,0.3317189169026884,0.48942497,48.94,1
"Kala Rahmawati, M.Farm",+62 (36) 014-8433,Sorong,gangsar86@example.org,-0.8659493172163013,1,1,0,0,1,0,1,6,4,1,1.510479940511607,-0.5659814047396018,-0.1640410963977883,-0.3495609558373794,0.6481303924778625,0.722627398614096,0.8866094413960992,0.7119145443099996,0.3317189169026884,0.5712874,57.13,1
"Bagus Pertiwi, S.IP",(057) 952-2922,Bima,langgeng76@example.com,-0.8659493172163013,0,0,6,0,0,0,0,6,1,0,-0.074520579429341,0.15595413821330528,-0.1640410963977883,1.6707679037426684,-1.1979683191768131,-1.1794461165131294,-1.2310177842335115,-1.3388977748809565,-0.9402266762132159,0.05223414,5.22,0
"Niyaga Simbolon, M.Farm",+62-0436-432-5926,Banjarmasin,bakda81@example.net,1.05335331950973,9,0,3,0,1,0,0,7,1,1,-0.6838395141025034,-0.5659814047396018,-0.1640410963977883,-0.3495609558373794,-0.11577252268958951,-0.649076843902718,-0.32346325896367817,0.32850431314272777,0.3981535071851323,0.0013016731,0.13,0
Nyoman Damanik,+62 (77) 814-3591,Palangkaraya,gilangsudiati@example.net,-0.09822826252588873,9,1,6,0,1,1,0,6,0,2,-0.00896094721767161,-0.5659814047396018,8.7309037276793,1.6707679037426684,-1.1979683191768131,-1.1794461165131294,-1.2310177842335115,-1.3671490550722292,-0.9402266762132159,0.012096989,1.21,0
